iter	RMSE
209	307.3045116
210	307.2756253
211	307.2319025
212	306.9179556
213	306.786331
214	306.6640435
215	306.4538768
216	306.1061052
217	306.0182398
218	305.9851354
219	305.8805938
220	305.6071073
221	304.8123407
222	304.6849685
223	304.5691518
224	304.2327309
225	304.212973
226	304.1546093
227	303.4259529
228	302.8896791
229	302.8067558
230	302.7685212
231	302.7135954
232	302.6197996
233	302.465649
234	302.4191959
235	302.0937266
236	301.9169928
237	301.6617408
238	301.6196938
239	301.4745709
240	301.3649209
241	301.2533043
242	300.8993831
243	300.508434
244	300.3863485
245	300.2403106
246	300.1227656
247	299.8286678
248	299.5091045
249	299.2302953
250	299.2101915
251	299.0820965
252	298.8834644
253	298.8480273
254	298.7074395
255	298.4226107
256	298.4142917
257	298.3986747
258	298.3251889
259	298.0948366
260	297.8441545
261	297.5684087
262	297.3808983
263	297.3738433
264	297.2634848
265	296.9683561
266	296.8639299
267	296.7467396
268	296.4723976
269	296.4452496
270	296.3925491
271	296.1084422
272	295.8307707
273	295.5934348
274	295.3479654
275	295.113939
276	294.9198925
277	294.627994
278	294.4421021
279	294.2674675
280	293.9825083
281	293.7461369
282	293.5952956
283	293.5146006
284	293.3727868
285	293.1657047
286	292.9119286
287	292.659928
288	292.2880398
289	292.1466627
290	291.8889828
291	291.7730439
292	291.4442773
293	291.234222
294	290.9996135
295	290.7415659
296	290.7053346
297	290.593533
298	290.3333021
299	290.103812
300	289.6175225
301	289.4454597
302	289.2789523
303	289.1485813
304	288.9636956
305	288.4392243
306	288.2468114
307	288.2380016
308	288.145253
309	287.970216
310	287.9358208
311	287.8233328
312	287.5967918
313	287.5513462
314	287.5440439
315	287.3991632
316	287.1519003
317	287.108822
318	286.9018858
319	286.8723111
320	286.6017149
321	286.39422
322	286.0278292
323	285.8640747
324	285.801061
325	285.7960111
326	285.4813757
327	285.2828589
328	285.2073752
329	285.1055166
330	285.0257364
331	284.8336288
332	284.7101197
333	284.5285465
334	284.3300659
335	284.2403005
336	284.1138337
337	283.8806581
338	283.7148427
339	283.6183121
340	283.5911093
341	283.4264663
342	283.2717224
343	283.117843
344	282.9760525
345	282.7689989
346	282.4913646
347	282.278358
348	282.0167418
349	281.9078599
350	281.8855133
351	281.7358511
352	281.6937656
353	281.5589044
354	281.4211023
355	281.3397587
356	281.0462688
357	280.8727484
358	280.7257486
359	280.6007997
360	280.3067258
361	280.0027286
362	279.7410045
363	279.7155825
364	279.6034787
365	279.4908761
366	279.325112
367	279.1100933
368	278.9587595
369	278.7912735
370	278.5868638
371	278.4564026
372	278.2056325
373	278.0427543
374	277.9403125
375	277.9083201
376	277.8995066
377	277.6157525
378	277.4893512
379	277.2549873
380	277.0992767
381	277.0916909
382	276.9988081
383	276.8829982
384	276.716845
385	276.5693624
386	276.3115435
387	276.182994
388	276.0827879
389	275.948241
390	275.9442472
391	275.7983433
392	275.7406451
393	275.614422
394	275.3219383
395	275.1975958
396	275.0706945
397	274.9466251
398	274.8614933
399	274.7744847
400	274.6171317
401	274.5635007
402	274.4986172
403	274.3808507
404	274.2257129
405	274.1074356
406	273.9890655
407	273.8762224
408	273.7715074
409	273.5703868
410	273.4675117
411	273.3412035
412	273.2310209
413	273.1362629
414	272.8886627
415	272.7622606
416	272.5449979
417	272.4315105
418	272.1221705
419	272.0375848
420	271.9114452
421	271.8214638
422	271.6264253
423	271.5042275
424	271.4377534
425	271.334761
426	271.2165477
427	271.0899741
428	270.9309351
429	270.8632989
430	270.8395767
431	270.706298
432	270.5042443
433	270.3995657
434	270.2224351
435	270.1020735
436	270.0251695
437	269.8990899
438	269.8384293
439	269.7137422
440	269.4549284
441	269.4318129
442	269.3426276
443	269.2393233
444	269.0936648
445	268.8596864
446	268.7239106
447	268.5420335
448	268.4807174
449	268.2248167
450	268.0159284
451	267.9008898
452	267.8428562
453	267.7423294
454	267.6250193
455	267.5197257
456	267.3723056
457	267.211042
458	267.1301518
459	267.0329794
460	266.9164681
461	266.8316491
462	266.7837173
463	266.7264061
464	266.6173119
465	266.5767569
466	266.4356545
467	266.3517225
468	266.3322895
469	266.177635
470	266.0922717
471	265.981073
472	265.8260045
473	265.7509404
474	265.6221595
475	265.5260515
476	265.4416834
477	265.4384933
478	265.3559287
479	265.2782311
480	265.0621282
481	264.978631
482	264.865069
483	264.7336361
484	264.6976049
485	264.495902
486	264.4162313
487	264.2853502
488	264.2092976
489	264.143955
490	264.1210122
491	263.9877837
492	263.8590739
493	263.6946678
494	263.6694893
495	263.4933785
496	263.3248371
497	263.2342207
498	263.1658816
499	263.0508362
500	262.9687443
501	262.847407
502	262.7207117
503	262.6703477
504	262.5668917
505	262.5288615
506	262.3677173
507	262.232955
508	262.0362896
509	261.962537
510	261.9275122
511	261.9202346
512	261.8233644
513	261.7419982
514	261.5893914
515	261.5205313
516	261.4551198
517	261.2760392
518	261.1985098
519	261.1231885
520	261.0320717
521	260.9051049
522	260.8158273
523	260.7333593
524	260.6413255
525	260.4948686
526	260.4371485
527	260.2577696
528	260.1900164
529	260.1416218
530	260.0622817
531	259.9891374
532	259.8762443
533	259.752109
534	259.6253116
535	259.5181851
536	259.2919308
537	259.1736709
538	259.1065167
539	258.9022777
540	258.7891284
541	258.5498631
542	258.5132199
543	258.3994237
544	258.2928884
545	258.2342707
546	258.2019776
547	258.0614882
548	258.0026539
549	257.9713848
550	257.8516668
551	257.7237021
552	257.6580668
553	257.6277711
554	257.5386209
555	257.4384504
556	257.374065
557	257.2991292
558	257.2231424
559	257.136148
560	257.110851
561	257.0112006
562	256.929684
563	256.8683942
564	256.7754365
565	256.6849265
566	256.6098703
567	256.5094517
568	256.4547313
569	256.4002509
570	256.3172957
571	256.2645654
572	256.1661243
573	255.9600182
574	255.856627
575	255.8020803
576	255.7911186
577	255.7185645
578	255.5507319
579	255.3698541
580	255.2776465
581	255.2037582
582	255.0757525
583	254.89558
584	254.729562
585	254.5757608
586	254.5096979
587	254.4350548
588	254.3916904
589	254.3024329
590	254.2815074
591	254.1156891
592	253.9525631
593	253.8893417
594	253.7217393
595	253.6562372
596	253.5110052
597	253.35687
598	253.2464171
599	253.2384453
600	253.0941004
601	252.9532733
602	252.9085171
603	252.7705395
604	252.7549362
605	252.7105118
606	252.6677227
607	252.5963749
608	252.5674819
609	252.4137497
610	252.2938651
611	252.1905312
612	252.0732477
613	251.993583
614	251.9329883
615	251.8179711
616	251.7716595
617	251.6875064
618	251.6419373
619	251.5515867
620	251.349419
621	251.2489091
622	251.1678915
623	251.0910873
624	251.0103875
625	250.9474207
626	250.8835223
627	250.7633944
628	250.6777435
629	250.5655416
630	250.4855411
631	250.4127544
632	250.3646594
633	250.2280827
634	250.1271655
635	250.1030525
636	250.0464696
637	249.8692258
638	249.8397361
639	249.7665065
640	249.7221381
641	249.6556404
642	249.5614534
643	249.4985307
644	249.4658442
645	249.4174192
646	249.2973207
647	249.2061242
648	249.1790635
649	249.1456003
650	249.0683106
651	249.011268
652	248.9589154
653	248.9016398
654	248.883452
655	248.8332575
656	248.7544868
657	248.7261611
658	248.6454007
659	248.61347
660	248.5955596
661	248.5490642
662	248.4918229
663	248.4861898
664	248.3879057
665	248.3715674
666	248.3554958
667	248.3253679
668	248.2450409
669	248.2212732
670	248.01722
671	247.9511199
672	247.8895815
673	247.8073933
674	247.7468199
675	247.6752555
676	247.580041
677	247.5729362
678	247.4762756
679	247.3816623
680	247.3531618
681	247.2588922
682	247.2320379
683	247.1989197
684	247.133839
685	247.0884598
686	247.0493452
687	246.9693422
688	246.9499179
689	246.8798511
690	246.8404716
691	246.7835879
692	246.7279193
693	246.6839136
694	246.4662166
695	246.3602624
696	246.1974017
697	246.1229302
698	246.1011139
699	246.0381362
700	245.9627177
701	245.8841918
702	245.8631713
703	245.7884542
704	245.7142012
705	245.6803214
706	245.6385906
707	245.574956
708	245.5008864
709	245.4350448
710	245.3569271
711	245.2658591
712	245.2440924
713	245.181857
714	245.1289313
715	245.0592356
716	244.99605
717	244.9139617
718	244.9010796
719	244.8601301
720	244.797111
721	244.7098621
722	244.6499882
723	244.6223272
724	244.6038215
725	244.5391628
726	244.51472
727	244.4476069
728	244.322903
729	244.2615858
730	244.1793156
731	244.1538902
732	244.034169
733	243.9744259
734	243.8867212
735	243.7646901
736	243.6696702
737	243.606245
738	243.5999453
739	243.5876656
740	243.534211
741	243.4758885
742	243.4459184
743	243.403486
744	243.3514639
745	243.2870353
746	243.2165023
747	243.1439819
748	243.0754263
749	243.052749
750	243.0176301
751	242.9528516
752	242.8791662
753	242.840382
754	242.7976683
755	242.7733359
756	242.6947188
757	242.6187398
758	242.4878802
759	242.4650119
760	242.3840004
761	242.3657424
762	242.3297934
763	242.2202933
764	242.0965243
765	242.0784204
766	242.0529932
767	242.0170895
768	241.9982616
769	241.8648401
770	241.8188143
771	241.6792598
772	241.5624464
773	241.4982779
774	241.3879797
775	241.2277674
776	241.1042765
777	241.0453308
778	240.9753756
779	240.880447
780	240.8552932
781	240.732255
782	240.6688363
783	240.6074768
784	240.5486078
785	240.4999231
786	240.4100673
787	240.3397854
788	240.3068178
789	240.2476778
790	240.1900496
791	240.1439695
792	240.1359134
793	239.9776855
794	239.9191757
795	239.8400651
796	239.7599149
797	239.6900748
798	239.547099
799	239.4712593
800	239.4520961
801	239.3325884
802	239.300064
803	239.2185189
804	239.1886474
805	239.1210806
806	239.0738114
807	239.0004433
808	238.9340582
809	238.8770187
810	238.7920389
811	238.7512921
812	238.6322102
813	238.5749669
814	238.5445587
815	238.5069775
816	238.4482793
817	238.4193181
818	238.3545995
819	238.3269856
820	238.2827661
821	238.2522463
822	238.2276812
823	238.0929403
824	238.0637915
825	238.0497555
826	237.9862796
827	237.9374648
828	237.8590051
829	237.7902991
830	237.6544524
831	237.5796873
832	237.4676355
833	237.454279
834	237.3602486
835	237.2999811
836	237.1069449
837	237.0607842
838	236.9824342
839	236.9078594
840	236.9002594
841	236.8718062
842	236.8347251
843	236.7795025
844	236.735289
845	236.601271
846	236.5813092
847	236.538952
848	236.4749957
849	236.4256025
850	236.3744115
851	236.2755871
852	236.2255197
853	236.1913
854	236.1458176
855	236.1096874
856	236.0879651
857	236.0423422
858	236.0321262
859	235.9983937
860	235.9787079
861	235.9304937
862	235.9006869
863	235.8394267
864	235.7880856
865	235.697664
866	235.6748462
867	235.6591586
868	235.6087188
869	235.5834528
870	235.4822259
871	235.4154832
872	235.3515674
873	235.2950765
874	235.2942896
875	235.269605
876	235.2456433
877	235.2140784
878	235.1866753
879	235.1124267
880	235.0176905
881	234.9348802
882	234.877184
883	234.8509021
884	234.7980237
885	234.7265332
886	234.6821548
887	234.6595919
888	234.5740443
889	234.5278071
890	234.4963897
891	234.4574183
892	234.3495843
893	234.2592932
894	234.2011545
895	234.2004416
896	234.1113573
897	234.0871208
898	234.0615391
899	233.9738125
900	233.8845916
901	233.7645683
902	233.716479
903	233.697904
904	233.6425341
905	233.5732469
906	233.5609688
907	233.4894196
908	233.4051514
909	233.313004
910	233.3051396
911	233.2913413
912	233.2376681
913	233.2008188
914	233.1300715
915	233.0824775
916	232.909942
917	232.8576547
918	232.773563
919	232.7331279
920	232.7265383
921	232.7110287
922	232.6450277
923	232.6344018
924	232.5735387
925	232.5421991
926	232.4979976
927	232.4493341
928	232.4445492
929	232.3973182
930	232.3211939
931	232.1901225
932	232.1427494
933	232.0859999
934	232.0220414
935	231.9924079
936	231.8966844
937	231.7946392
938	231.7255155
939	231.6036121
940	231.5484886
941	231.4976352
942	231.4472138
943	231.4032728
944	231.3453248
945	231.2919888
946	231.2471011
947	231.1996045
948	231.1269389
949	231.0561139
950	231.0426203
951	230.9791691
952	230.9200205
953	230.8601927
954	230.7742355
955	230.7260945
956	230.6671046
957	230.637221
958	230.5874534
959	230.5035955
960	230.3979318
961	230.3703615
962	230.2428499
963	230.2125998
964	230.1249954
965	230.0896202
966	230.0219418
967	229.9308278
968	229.8313422
969	229.7886818
970	229.7477955
971	229.6956001
972	229.6874648
973	229.6374774
974	229.5518133
975	229.4988118
976	229.4320626
977	229.4183113
978	229.3726912
979	229.272311
980	229.2094564
981	229.156957
982	229.1330524
983	229.0806056
984	229.0547935
985	228.931377
986	228.8206405
987	228.789697
988	228.7531505
989	228.6462003
990	228.5835648
991	228.5331957
992	228.5103693
993	228.5012478
994	228.483121
995	228.4704051
996	228.3927414
997	228.3869889
998	228.359539
999	228.2652211
